id,label,speak,aliases,category,pos,intent,core,safety,tier,words,composable,components,sources,list_count,corpus_freq,score
card_0607,next week,Next week,,time,noun,content,0,0,cbc,2,1,card_0148|card_0253,cbc,1,16,7.65
card_0608,nine,Nine,,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus4,4,1,8.64
card_0609,noisy,Noisy,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,1,11.24
card_0610,noodles,Noodles,,food,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,5,9.69
card_0611,notebook,Notebook,,school,noun,content,0,0,cbc,1,0,,cbc+consensus12,12,1,8.84
card_0612,nurse,Nurse,,health,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,18,15.82
card_0613,nuts,Nuts,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,3,12.28
card_0614,octagon,Octagon,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0615,office block,Office block,,things,noun,content,0,0,cbc,2,1,card_2264|card_1281,cbc,1,0,3.4
card_0616,olympic rings,Olympic rings,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0617,olympic torch,Olympic torch,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0618,one,One,ones,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus9,9,257,17.93
card_0619,one hour,One hour,,time,noun,content,0,0,cbc,2,1,card_0618|card_1920,cbc,1,0,3.4
card_0620,onion,Onion,onions,nature,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,5,12.89
card_0621,onion soup,Onion soup,,food,noun,content,0,0,cbc,2,1,card_0620|card_0740,cbc,1,0,3.4
card_0622,operation,Operation,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0623,orange juice,Orange juice,,drink,noun,content,0,0,cbc,2,1,card_0163|card_2016,cbc+consensus14,14,4,11.01
card_0624,ostrich,Ostrich,,people,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0625,oval,Oval,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus19,19,0,10.6
card_0626,owl,Owl,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,0,11.0
card_0627,oxygen mask,Oxygen mask,,things,noun,content,0,0,cbc,2,1,card_2290|card_2129,cbc,1,0,3.4
card_0628,oyster,Oyster,oysters,animals,noun,content,0,0,cbc,1,0,,cbc+consensus6,6,1,6.44
card_0629,palm tree,Palm tree,,nature,noun,content,0,0,cbc,2,0,,cbc+consensus9,9,0,6.6
card_0630,pancakes,Pancakes,,food,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,5,8.49
card_0631,panda,Panda,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0632,pants,Pants,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus23,23,13,16.16
card_0633,paper tower,Paper tower,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0634,para olympic games,Para olympic games,,activities,phrase,content,0,0,cbc,3,0,,cbc,1,0,3.4
card_0635,parrot,Parrot,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus16,16,0,9.4
card_0636,pasta,Pasta,,food,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,10,15.0
card_0637,pea soup,Pea soup,,food,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0638,peach,Peach,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus19,19,6,13.52
card_0639,peacock,Peacock,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,0,7.4
card_0640,peanut,Peanut,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus4,4,13,8.56
card_0641,pear,Pear,pears,food,noun,content,0,0,cbc,1,0,,cbc+consensus13,13,1,9.24
card_0642,peas,Peas,,food,noun,content,0,0,cbc,1,0,,cbc+consensus17,17,0,9.8
card_0643,pen,Pen,,school,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,12,15.65
card_0644,pencil,Pencil,,school,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,11,15.53
card_0645,pencil case,Pencil case,,things,noun,content,0,0,cbc,2,1,card_0644|card_1365,cbc,1,0,3.4
card_0646,pencil sharpener,Pencil sharpener,,things,noun,content,0,0,cbc,2,1,card_0644|card_2585,cbc,1,0,3.4
card_0647,penguin,Penguin,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,0,10.2
card_0648,pentagon,Pentagon,,things,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,0,6.6
card_0649,pepper mill,Pepper mill,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0650,petal,Petal,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus4,4,0,4.6
card_0651,picture,Picture,pictured|pictures|picturing,technology,noun,content,0,0,cbc,1,0,,cbc+consensus23,23,12,16.05
card_0652,pie,Pie,,food,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,11,15.13
card_0653,piglet,Piglet,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus12,12,0,7.8
card_0654,pine cone,Pine cone,,things,noun,content,0,0,cbc,2,0,,cbc,2,0,3.8
card_0655,pineapple,Pineapple,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,4,9.41
card_0656,pineapple juice,Pineapple juice,,drink,noun,content,0,0,cbc,2,1,card_0655|card_2016,cbc,1,0,3.4
card_0657,pizza,Pizza,,food,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,43,17.48
card_0658,place mat,Place mat,,things,noun,content,0,0,cbc,2,0,,cbc,2,0,3.8
card_0659,plaster,Plaster,band-aid,health,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0660,plate,Plate,,things,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,2,13.45
card_0661,playdough,Playdough,,things,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0662,playstation,Playstation,,things,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,0,7.0
card_0663,polar bear,Polar bear,,animals,noun,content,0,0,cbc,2,0,,cbc,2,0,3.8
card_0664,police,Police,,people,noun,content,0,0,cbc,1,0,,cbc+consensus6,6,10,9.0
card_0665,police car,Police car,,transport,noun,content,0,0,cbc,2,1,card_0664|card_0367,cbc+consensus17,17,0,9.8
card_0666,porridge,Porridge,,food,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0667,post person,Post person,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0668,potato,Potato,,food,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,6,13.92
card_0669,potted plant,Potted plant,,things,noun,content,0,0,cbc,2,1,card_2395|card_2362,cbc,1,1,4.44
card_0670,poultry,Poultry,,animals,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0671,pretzel,Pretzel,pretzels,food,noun,content,0,0,cbc,1,0,,cbc+consensus14,14,2,10.25
card_0672,printer,Printer,,people,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,0,7.0
card_0673,pumpkin,Pumpkin,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus13,13,1,9.24
card_0674,puppet,Puppet,,things,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,1,6.84
card_0675,purse,Purse,,things,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,11,10.73
card_0676,pyjamas,Pyjamas,,clothes,noun,content,0,0,cbc,1,0,,cbc,1,1,4.44
card_0677,pyramid triangular base,Pyramid triangular base,,actions,phrase,content,0,0,cbc,3,0,,cbc,1,0,3.4
card_0678,rabbit,Rabbit,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,0,11.4
card_0679,race athletics,Race athletics,,activities,phrase,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0680,radish,Radish,,food,noun,content,0,0,cbc,1,0,,cbc+consensus5,5,0,5.0
card_0681,rain,Rain,rained|raining|rains,weather,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,43,17.08
card_0682,rash,Rash,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,1,6.84
card_0683,rat,Rat,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,7,8.92
card_0684,rattle snake,Rattle snake,,animals,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0685,refuse lorry,Refuse lorry,,transport,noun,content,0,0,cbc,2,1,card_2481|card_0581,cbc,1,0,3.4
card_0686,relaxed,Relaxed,,feelings,adj,feeling,0,0,cbc,1,0,,cbc+consensus5,5,9,8.45
card_0687,remote control,Remote control,,things,noun,content,0,0,cbc,2,1,card_2488|card_1479,cbc,1,4,5.81
card_0688,rhinoceros,Rhinoceros,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus13,13,0,8.2
card_0689,rice,Rice,,food,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,9,14.85
card_0690,right hand,Right hand,,body,noun,content,0,0,cbc,2,1,card_0184|card_1866,cbc,1,0,3.4
card_0691,ring binder,Ring binder,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0692,robin,Robin,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,0,7.0
card_0693,rocket,Rocket,,transport,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,1,7.64
card_0694,rocking chair,Rocking chair,,home,noun,content,0,0,cbc,2,1,card_2515|card_0374,cbc,3,0,4.2
card_0695,roots,Roots,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus12,12,4,10.21
card_0696,rose,Rose,,nature,verb,content,0,0,cbc,1,0,,cbc+consensus18,18,1,11.24
card_0697,rug,Rug,,things,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,2,9.05
card_0698,salad,Salad,,food,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,19,15.49
card_0699,salt,Salt,,things,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,14,15.46
card_0700,sandals,Sandals,,things,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0701,sandwich,Sandwich,,food,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,14,15.06
card_0702,sanitary towel,Sanitary towel,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0703,scarf,Scarf,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,3,12.28
card_0704,school,School,,school,noun,content,0,0,cbc,1,0,,cbc+consensus23,23,42,17.84
card_0705,school bag,School bag,,things,noun,content,0,0,cbc,2,1,card_0704|card_1225,cbc,1,0,3.4
card_0706,science class,Science class,,school,noun,content,0,0,cbc,2,1,card_2551|card_1427,cbc,1,0,3.4
card_0707,scissors,Scissors,,school,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,0,11.8
card_0708,seagull,Seagull,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus4,4,0,4.6
card_0709,seahorse,Seahorse,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,0,6.6
card_0710,seal,Seal,,actions,noun,content,0,0,cbc,1,0,,cbc+consensus12,12,0,7.8
card_0711,second,Second,,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus18,18,12,17.05
card_0712,secretary,Secretary,,people,noun,content,0,0,cbc,1,0,,cbc+consensus14,14,2,10.25
card_0713,seedling,Seedling,,nature,verb,content,0,0,cbc,1,0,,cbc,2,1,4.84
card_0714,seeds,Seeds,,nature,noun,content,0,0,cbc,1,0,,cbc,2,0,3.8
card_0715,serviette,Serviette,,things,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0716,seven,Seven,,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus4,4,7,10.72
card_0717,shallow,Shallow,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,1,8.04
card_0718,shampoo,Shampoo,,things,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,3,13.08
card_0719,shape puzzle,Shape puzzle,,actions,phrase,content,0,0,cbc,2,1,card_2581|card_2438,cbc,1,0,3.4
card_0720,sheep,Sheep,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,1,12.04
card_0721,shiny,Shiny,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus4,4,0,4.6
card_0722,shirt,Shirt,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,25,16.29
card_0723,shop,Shop,shopped|shopping|shops,things,noun,content,0,0,cbc,1,0,,cbc+consensus15,15,43,14.68
card_0724,shorts,Shorts,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,20,15.97
card_0725,shoulder,Shoulder,,body,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,4,9.81
card_0726,shrimp,Shrimp,,people,noun,content,0,0,cbc,1,0,,cbc+consensus15,15,5,11.69
card_0727,single bed,Single bed,,home,noun,content,0,0,cbc,2,1,card_2608|card_1251,cbc,1,0,3.4
card_0728,sister,Sister,,people,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,22,16.5
card_0729,six,Six,,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus5,5,14,12.06
card_0730,skateboard,Skateboard,skateboarding,transport,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,0,10.2
card_0731,skin,Skin,,body,noun,content,0,0,cbc,1,0,,cbc+consensus16,16,2,11.05
card_0732,skirt,Skirt,,things,noun,content,0,0,cbc,1,0,,cbc+consensus19,19,0,10.6
card_0733,slug,Slug,,actions,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0734,snail,Snail,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus12,12,1,8.84
card_0735,snake,Snake,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,2,12.65
card_0736,snow,Snow,snowed|snowing|snows,weather,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,6,14.32
card_0737,soap,Soap,,things,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,0,11.4
card_0738,socks,Socks,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,10,15.0
card_0739,son,Son,,people,noun,content,0,0,cbc,1,0,,cbc+consensus10,10,11,10.73
card_0740,soup,Soup,,food,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,12,15.25
card_0741,spaceship,Spaceship,,transport,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0742,spaghetti bolognaise,Spaghetti bolognaise,,things,noun,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0743,speech language therapist,Speech language therapist,,people,noun,content,0,0,cbc,3,0,,cbc,1,0,3.4
card_0744,spinach,Spinach,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,2,8.25
card_0745,spoon,Spoon,,things,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,3,13.88
card_0746,spring onions,Spring onions,,food,noun,content,0,0,cbc,2,1,card_0210|card_0620,cbc,1,0,3.4
card_0747,stable,Stable,stables,describing,adj,content,0,0,cbc,1,0,,cbc,3,0,4.2
card_0748,stapler,Stapler,,things,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,0,7.4
card_0749,star,Star,starred|starring|stars,nature,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,4,13.41
card_0750,starfish,Starfish,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,0,7.4
card_0751,stereo,Stereo,,things,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0752,stick,Stick,sticking|sticks|stuck,things,noun,content,0,0,cbc,1,0,,cbc+consensus15,15,14,13.06
card_0753,stickers,Stickers,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus13,13,0,8.2
card_0754,sticky,Sticky,,describing,noun,content,0,0,cbc,1,0,,cbc+consensus14,14,0,8.6
card_0755,stomach,Stomach,,body,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,3,13.08
card_0756,stomach ache,Stomach ache,,health,noun,content,0,0,cbc,2,1,card_0755|card_1101,cbc+consensus5,5,0,5.0
card_0757,stool,Stool,,home,noun,content,0,0,cbc,1,0,,cbc,3,0,4.2
card_0758,straw,Straw,,things,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,1,12.44
card_0759,strawberry,Strawberry,strawberries,food,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,2,13.05
card_0760,sun,Sun,,nature,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,19,15.49
card_0761,sunglasses,Sunglasses,,things,noun,content,0,0,cbc,1,0,,cbc+consensus15,15,2,10.65
card_0762,surgery health centre,Surgery health centre,,places,noun,content,0,0,cbc,3,0,,cbc,1,0,3.4
card_0763,swan,Swan,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus8,8,0,6.2
card_0764,sweet potato,Sweet potato,,nature,noun,content,0,0,cbc,2,1,card_2756|card_0668,cbc,1,0,3.4
card_0765,sweetcorn,Sweetcorn,,things,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0766,syringe,Syringe,,things,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0767,t-shirt,T-shirt,,clothes,noun,content,0,0,cbc,1,0,,cbc+consensus11,11,0,7.4
card_0768,table,Table,,things,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,18,16.22
card_0769,tablets,Tablets,,health,noun,content,0,0,cbc,1,0,,cbc,1,5,6.09
card_0770,taxi,Taxi,,transport,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,4,13.81
card_0771,taxi driver,Taxi driver,,things,noun,content,0,0,cbc,2,1,card_0770|card_1622,cbc,1,0,3.4
card_0772,tea,Tea,,drink,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,24,15.83
card_0773,teacher,Teacher,,school,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,4,14.21
card_0774,teddy bear,Teddy bear,,things,noun,content,0,0,cbc,2,0,,cbc+consensus5,5,0,5.0
card_0775,teeth,Teeth,,body,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,6,14.72
card_0776,tennis,Tennis,,play,noun,content,0,0,cbc,1,0,,cbc+consensus18,18,5,12.89
card_0777,thank you,Thank you,,phrases,phrase,social,0,0,cbc,2,1,card_2795|card_0273,cbc+curated+consensus19,19,193,21.5
card_0778,thermometer,Thermometer,,things,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,0,6.6
card_0779,thick,Thick,thicker|thickest,describing,noun,content,0,0,cbc,1,0,,cbc+consensus17,17,0,9.8
card_0780,thin,Thin,thinner|thinnest,describing,noun,content,0,0,cbc,1,0,,cbc+consensus17,17,2,11.45
card_0781,this month,This month,,phrases,phrase,statement,0,0,cbc,2,1,card_0227|card_0138,cbc,1,2,5.05
card_0782,this week,This week,,phrases,phrase,statement,0,0,cbc,2,1,card_0227|card_0253,cbc,1,12,7.25
card_0783,three,Three,,numbers,num,number,0,0,cbc,1,0,,cbc+curated+consensus5,5,27,13.0
card_0784,throat,Throat,,body,noun,content,0,0,cbc,1,0,,cbc+consensus16,16,4,11.81
card_0785,through,Through,,core,func,content,0,0,cbc,1,0,,cbc+consensus17,17,16,14.05
card_0786,thumb,Thumb,,body,noun,content,0,0,cbc,1,0,,cbc+consensus9,9,0,6.6
card_0787,thunder storm,Thunder storm,,weather,noun,content,0,0,cbc,2,1,card_2815|card_2715,cbc,1,0,3.4
card_0788,tie,Tie,tied|ties|tying,actions,noun,content,0,0,cbc,1,0,,cbc+consensus17,17,6,12.72
card_0789,tiger,Tiger,,people,noun,content,0,0,cbc,1,0,,cbc+consensus21,21,3,13.48
card_0790,time,Time,timed|times|timing,activities,noun,content,0,0,cbc,1,0,,cbc+consensus22,22,397,20.78
card_0791,tippex,Tippex,,things,noun,content,0,0,cbc,1,0,,cbc,1,0,3.4
card_0792,tissues,Tissues,,body,noun,content,0,0,cbc,1,0,,cbc+consensus4,4,2,6.25
card_0793,to armwrestle,To armwrestle,,activities,phrase,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0794,to arrest,To arrest,,activities,phrase,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0795,to bathe,To bathe,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1241,cbc,1,1,4.44
card_0796,to break,To break,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0026,cbc,2,3,5.88
card_0797,to bring,To bring,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1315,cbc,2,13,7.76
card_0798,to carry,To carry,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1362,cbc,2,2,5.45
card_0799,to celebrate,To celebrate,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1373,cbc,1,1,4.44
card_0800,to change mind,To change mind,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0033|card_2169,cbc,1,0,3.4
card_0801,to chase,To chase,,activities,phrase,content,0,0,cbc,2,0,,cbc,1,0,3.4
card_0802,to climb up,To climb up,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_1434|card_0243,cbc,1,0,3.4
card_0803,to come,To come,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0040,cbc+consensus5,5,31,10.2
card_0804,to cook,To cook,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0042,cbc,2,5,6.49
card_0805,to crawl,To crawl,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1507,cbc,2,0,3.8
card_0806,to cycle,To cycle,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1537,cbc,1,0,3.4
card_0807,to enter door,To enter door,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_1668|card_0436,cbc,1,0,3.4
card_0808,to exercise,To exercise,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1689,cbc,1,0,3.4
card_0809,to exit door,To exit door,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_1691|card_0436,cbc,1,0,3.4
card_0810,to fall over,To fall over,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0065|card_0166,cbc,1,0,3.4
card_0811,to find,To find,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0070,cbc,3,16,8.45
card_0812,to fish,To fish,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0469,cbc,2,3,5.88
card_0813,to get,To get,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0078,cbc+consensus5,5,121,12.21
card_0814,to give,To give,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0079,cbc,3,13,8.16
card_0815,to go,To go,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0080,cbc+consensus6,6,239,13.62
card_0816,to go bowling,To go bowling,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0080|card_0344,cbc,1,0,3.4
card_0817,to hear,To hear,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0091,cbc+corpus45,3,45,9.94
card_0818,to hold,To hold,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0096,cbc,2,2,5.45
card_0819,to hop,To hop,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_1912,cbc,1,0,3.4
card_0820,to jump,To jump,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0109,cbc,3,0,4.2
card_0821,to keep,To keep,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0111,cbc,2,13,7.76
card_0822,to kick ball,To kick ball,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_2028|card_0308,cbc,1,0,3.4
card_0823,to make,To make,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0129,cbc+corpus36,3,36,9.62
card_0824,to move,To move,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0141,cbc,3,3,6.28
card_0825,to open,To open,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0161,cbc,3,1,5.24
card_0826,to play basketball,To play basketball,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0170|card_0312,cbc,1,0,3.4
card_0827,to play bingo,To play bingo,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0170|card_1272,cbc,1,0,3.4
card_0828,to play cards,To play cards,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0170|card_1356,cbc,1,0,3.4
card_0829,to play computer games,To play computer games,,activities,phrase,content,0,0,cbc,4,1,card_0231|card_0170|card_0399|card_1794,cbc,1,0,1.9
card_0830,to play darts,To play darts,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0170|card_0419,cbc,1,0,3.4
card_0831,to play soccer,To play soccer,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0170|card_2635,cbc,1,0,3.4
card_0832,to pray,To pray,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2403,cbc,2,0,3.8
card_0833,to put,To put,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0177,cbc,3,10,7.8
card_0834,to reach for,To reach for,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_2463|card_0074,cbc,1,0,3.4
card_0835,to rest,To rest,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2500,cbc,3,6,7.12
card_0836,to ride horse,To ride horse,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_2506|card_0525,cbc,1,0,3.4
card_0837,to run,To run,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0185,cbc,2,8,7.1
card_0838,to share,To share,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2582,cbc,2,2,5.45
card_0839,to shout,To shout,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2595,cbc,2,2,5.45
card_0840,to sit,To sit,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0201,cbc,2,14,7.86
card_0841,to ski,To ski,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2610,cbc,1,0,3.4
card_0842,to solve jigsaw puzzle,To solve jigsaw puzzle,,activities,phrase,content,0,0,cbc,4,0,,cbc,1,0,1.9
card_0843,to stand,To stand,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0212,cbc,2,0,3.8
card_0844,to study,To study,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2727,cbc,2,6,6.72
card_0845,to swim,To swim,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_2757,cbc,2,2,5.45
card_0846,to take,To take,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0216,cbc+corpus29,2,29,8.9
card_0847,to talk,To talk,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0217,cbc,3,13,8.16
card_0848,to think,To think,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0225,cbc+consensus4,4,9,8.05
card_0849,to vomit,To vomit,,health,noun,content,0,0,cbc,2,1,card_0231|card_2925,cbc,1,0,3.4
card_0850,to wait,To wait,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0245,cbc,3,8,7.5
card_0851,to wake up,To wake up,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_2930|card_0243,cbc,1,3,5.48
card_0852,to watch,To watch,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0250,cbc+consensus5,5,39,10.53
card_0853,to watch tv,To watch tv,,activities,phrase,content,0,0,cbc,3,1,card_0231|card_0250|card_2873,cbc,2,3,5.88
card_0854,to work,To work,,activities,phrase,content,0,0,cbc,2,1,card_0231|card_0267,cbc,3,24,9.03
card_0855,toad,Toad,,animals,noun,content,0,0,cbc,1,0,,cbc+consensus7,7,0,5.8
card_0856,toenail,Toenail,,body,noun,content,0,0,cbc,1,0,,cbc+consensus8,8,1,7.24
card_0857,toilet roll,Toilet roll,,things,noun,content,0,0,cbc,2,1,card_2827|card_2518,cbc,1,0,3.4
card_0858,tomato,Tomato,,food,noun,content,0,0,cbc,1,0,,cbc+consensus20,20,6,13.92
card_0859,tomato sauce,Tomato sauce,,food,noun,content,0,0,cbc,2,1,card_0858|card_2544,cbc,1,0,3.4
card_0860,tomato soup,Tomato soup,,food,noun,content,0,0,cbc,2,1,card_0858|card_0740,cbc,1,0,3.4
