category,name_en,description_brief
core,Amazing!,"An illustration of a person looking surprised with an open box in front of them from which stars are bursting out. The person's mouth is open in surprise, and their eyes are wide open."
core,Animal Line-Up,"Three animals stacked horizontally. From left to right, a white polar bear at the bottom, a grey elephant above it, and a brown monkey hanging down with its tail looped around the elephant's trunk and its arms reaching towards the ground. All animals appear to be in a calm, static pose."
core,Animals,"An illustration shows two animals. A sleeping fox with brown fur and closed eyes on the left, resting in a curled pose. On the right side of the image, there's a profile view of a duck with a yellow body, an orange beak, and orange webbed feet."
core,Anything at all,"Three simple geometric shapes arranged vertically: a purple circle, a yellow triangle, and a green square. To the right of each shape, there is a red checkmark, and the shapes are outlined in black and have a solid fill of their respective colors. The background is white."
core,Arguing,"The illustration depicts two cartoon characters. On the left, a character shows a troubled expression, holding their cheeks with both hands. On the right, a character displays a frowning face and a hand on their hip, giving the impression of annoyance. In between, a red burst shape possibly indicating conflict. Both characters are standing and facing forward, suggesting disagreement or discomfort."
core,Arrange/Organize,"An illustration depicts a hand gesture with both hands represented. The top hand is fully drawn with solid lines, showing the hand in a relaxed, slightly curved position with the fingers together. The bottom hand is only outlined with dotted lines and is positioned below the fully drawn hand, mirroring its shape. This could represent a sign language gesture or a symbolic hand movement for the word ""저리가"" which, in Korean, means ""to arrange"" or ""to organize""."
core,Awesome,"A cartoon character of a smiling boy with brown hair, giving a thumbs-up with his right hand. Surrounding him are sparkles or stars of varying sizes. To the left of the boy, there is a dashed red circle with nothing inside."
core,Awesome!,"A simple cartoon-style figure of a person standing upright and smiling, with one hand raised slightly in a thumbs-up gesture. Near the person's hand, there is a stylized speech bubble containing three stars of varying sizes. The image contains the word ""멋져요"" (which means ""cool"" or ""great"" in Korean). The character is drawn with minimal detail and is wearing a teal shirt and blue pants."
core,Bakery,"A simplified representation of a bakery. It features the front view of a store with a striped yellow and green awning. Above the awning, there is the Korean word ""빵집,"" which means ""bakery."" On the storefront facade, there's a large image of a loaf of brown bread on the left and a door on the right that appears to be grey with a small, dark window."
core,Balcony,An illustration of a stylized balcony. It shows a sliding glass door with a grey frame leading out to the balcony which is enclosed by a grey railing with yellow accents at the base of the vertical bars. The perspective is head-on.
core,Bank,"A simplified representation of a bank including a debit or credit card, a stack of green currency bills in various values, and two silver coins. This suggests monetary transactions or financial services typically provided by a bank."
core,"Bathhouse Soup (This label is based on a common confusion between the meaning of a bathhouse, which is “목욕탕” and a place that offers soups or stews due to the depiction of the steaming bowl.)","A simplified, stylized building resembling a small shop or kiosk. On top of the building, there is a large billboard displaying an icon of a steaming bowl. The steam is indicated by three curved lines rising from the bowl. The building has a grey facade with two doors on the lower half and three square elements on the upper half. The image could represent a restaurant or food stand offering hot food."
core,Bathroom,"A simple and stylized front view illustration of a toilet featuring the bowl, the seat with the seat cover up, and the flush tank behind it. The toilet is in light blue with darker shades for the seat and inner rim. It represents the Korean word ""화장실,"" which means ""bathroom"" or ""restroom."""
core,Be Honest,"The illustration displays a stylized representation of a person with a round head, short black hair, and a broad, smiling expression. They wear a teal-colored shirt with a round neckline. The character seems to convey an approachable, friendly demeanor, representing the concept of being ""honest,"" which is the meaning of ""솔직해요"" in Korean."
core,Beverage,"An illustration depicts a canned beverage with a green body and a silver top and bottom, featuring a pull tab on top. This image represents the word ""음료"" in Korean, which translates to ""beverage"" in English."
core,Big Day- Happened,"A stylized character with arms raised above its head, an expression of excitement or celebration. The character's mouth is wide open, with a round, red shape presumably as an open mouth or a surprised expression. The character wears a teal-colored top."
core,Bird,"The illustration depicts a predominantly blue bird in flight, with a lighter blue underbelly and wings detailed with darker blue scalloped patterns. The bird's beak is red, its feet are yellow and its wings are outspread as if gliding to the right side of the image, conveying a sense of motion. The bird appears to be a stylized, cartoon representation."
core,Blessing the Three-Pronged Dignity,"A black pennant-shaped flag with a tapered end at the bottom, featuring four white Chinese characters written vertically."
core,Blow a bubble,"A stylized character blowing a large, blue bubble of gum. The character has a round head with a black dot for an eye and a red circle for an open mouth from which the bubble is emerging. The character is dressed in a long-sleeved green top, and the arms are depicted with simple lines hanging down by the sides. There are curved black lines indicating movement or air around the figure. The background is white."
core,Boat,"A cartoon-like illustration of a boat with a turquoise-colored hull and a white superstructure, including a small cabin with three visible windows and a small green structure on top. The illustration has bold black outlines and uses a flat color fill."
core,Bookstore/Library,"A simplified, cartoon-style illustration of a building, possibly representing a library or bookstore. It has a light grey facade with a central blue door featuring glass panels. The roof is white and extends beyond the walls on both sides. Resting on top of the roof at an angle are two books, one red and one yellow, each with a white label on the spine. The illustration is associated with the word ""서점,"" which translates to ""bookstore"" or ""library"" in Korean."
core,Breath,"The illustration depicts four stylized human characters lined up side by side. From left to right: The first figure wears a turquoise and orange jacket, shorts, and a yellow cap, facing left. The second figure is wearing a pink jacket, a grey skirt, and a yellow cap, also facing left. The third figure is wearing a turquoise and orange jacket, shorts, and a yellow cap, facing right. The fourth figure is wearing a pink jacket, a grey skirt, and a yellow cap, facing right. The characters' faces are blank. All are standing straight with their arms at their sides. The background is white."
core,Breathing - It's hard,"A stylized character with straight black hair and a troubled or fatigued expression. The character is wearing a white mask over the nose and mouth, which has green loops around the ears. The mask also displays a small detail that looks like a metallic nose clip at the top. The character's complexion is light."
core,Breathing is difficult,"An illustrated character wearing a respiratory mask with a circular filter and a white shirt. The character is surrounded by two red, fluffy-looking clouds, one on each side, possibly symbolizing pollution or allergens. A squiggly line above the character's head suggests distress or discomfort."
core,Buddhism,"The illustration features a stylized depiction of a seated Buddha with a serene expression, placed against a gold-toned circular background. To the right of the Buddha image is a large, bold, Hangul character ""불"", which is also in a matching gold tone."
core,Bus,"A simplified, cartoon-style drawing of a green bus with a blue stripe running horizontally along the lower half, black wheels, and lighter blue doors. The image is flat with no shading or perspective effects."
core,Bye Bye,"A stylized cartoon character which is a young boy with a cheerful expression, wearing a simple, short-sleeved shirt, short, spiky hair, and blush marks on his cheeks. The boy is raising his hand to wave, indicating a gesture of greeting or farewell. The text ""빠이빠이"" translates to ""bye bye"" in English."
core,Call a taxi - Please call,"An illustration features an orange taxi with black wheels and a taxi sign on top with ""SEOUL HYBRID TAXI"" written on the side. On the right, there's a simplified graphic of a person's face in profile view, accompanied by a large, curved orange shape representing a telephone receiver angled as though it is being held to the face's ear."
core,Can I call if there is a problem?,"An illustration of a stylized person with a neutral expression forms a phone gesture near their face. They are wearing a teal-colored top. Above their head is a red question mark, indicating confusion or the need for communication."
core,Can I have a conversation with you?,"The illustration features two cartoon-style human figures. On the left, a person with a neutral expression is wearing a grey shirt. On the right, a person is smiling, wearing a teal shirt, and making a thumbs-up gesture with their right hand. Above the head of the figure on the right is a red question mark."
core,Canned Drink,"The illustration depicts an orange beverage can viewed from a slightly elevated perspective. The pull tab on top of the can is in the open position, suggesting it is open or ready to be opened. The can has a cylindrical shape, typical for soda or beer cans. There are no visible branding or additional text."
core,Catholicism,"A simplified, cartoon-style depiction of a person wearing black clothing with a white clerical collar, likely representing a priest or clergy member. To the right of the person stands a stylized building that represents a church, identified by its large cross on top and a steeple with a pointed, red roof."
core,Caught Fire,"An illustration depicts a simple, stylized flame with three layers: an outermost layer colored dark pink or magenta, a lighter pink layer, and a small yellow portion at the center. The flame has thick black outlines."
core,Character,"A stylized character's head that appears to be a combination of a human and a bird. The character has yellow hair with a blue hairpiece or hat on top. It wears round, orange-rimmed glasses and has a beak-like nose. The character is also shown with what looks like earmuffs or the sides of a pilot's cap. The overall style is cartoonish and playful."
core,Cheering on,"A cartoon character of a cheerful boy with brown hair, wearing a white short-sleeve shirt, brown shorts, and blue boots. The boy is smiling, raising a large yellow pom-pom in his right hand enthusiastically, and appears to be walking or stepping forward with a spring in his step."
core,Christianity,"A simplified, cartoon-style figure of a person wearing a white robe with pink stoles, with crosses on them. On the right side of the image is a brown cross with a darker outline. Both elements together represent the Christian religion."
core,City Life (Water Bottle),"An illustration that shows a plastic water bottle with a blue cap on the left, and a rectangular bed complete with pillows and a thin blanket on the right. The bed has a visible headboard and seems to be viewed from a perspective showing the pillows atop the mattress. Both items are outlined in black in a simple, cartoon-like style."
core,Cleaning up,A yellow dustpan and a broom with a brown handle and black bristles. The dustpan appears to the left of the broom. Both items are depicted in a cartoonish style.
core,Clothes,"The illustration depicts a yellow t-shirt and a pair of blue jeans. The t-shirt is shown from the front view, with short sleeves and a simple round neck. The jeans are displayed from the front as well, showing a waistband with belt loops and a fly. There are no details indicating pockets or branding."
core,Color,"An illustration of an artist's palette with various colors of paint. It features blobs of paint in yellow, green, red, white, and brown. A paintbrush with a brown handle is resting on the edge of the palette, with its bristles coated in brown paint. The overall drawing has a cartoonish appearance."
core,Companion Animal,"An orangutan with shaggy brown fur is looking at a large, bright yellow flower with a green stem and leaves. The orangutan is standing in an upright position, as if curious or examining the flower. The image is styled in a simple, cartoonish manner with bold outlines and flat colors."
core,Congratulations,"A cartoon illustration of a party popper, depicted as a conical object with red and white diagonal stripes, and colorful streamers, stars, and confetti shooting out from one end."
core,Congratulations,"A cartoon-style character with a cheerful expression holding a green gift wrapped with a ribbon. The character has short, spiky hair and is wearing a plain white T-shirt. Above the character, to the left side, is a speech bubble with three ellipsis dots. The image conveys a sense of offering congratulations or presenting a gift. There is a Korean phrase ""축하해요"" (chukhahaeyo), meaning ""Congratulations."""
core,Congratulations on Your Graduation,"The illustration shows a character in graduation attire, smiling and seemingly pleased. To the right, there are three short lines that suggest motion, possibly indicating a nod or acknowledgment from the character. On the bottom right, there is a close-up depiction of two hands clapping together, implying applause. The overall image conveys a message of congratulations or celebration, likely related to an academic achievement."
core,Congratulations on your wedding,"An illustration features a bride and groom standing side by side. The bride on the left is wearing a white bridal gown and veil, holding a bouquet of flowers, while the groom on the right is dressed in a black suit with a white shirt and black tie. In the foreground, there are two hands clapping, suggesting applause or congratulation. The overall image symbolizes a wedding scene."
core,Continuous Learning,"A green, open book icon is at the center, encapsulated within a red circular arrow pointing clockwise. This design suggests a concept related to continuous learning, educational processes, or the cycle of knowledge sharing, symbolizing ""수업공통"", which translates to ""classroom common"" or ""common lesson"" from Korean."
core,Country,"A simplified representation of the Earth depicted as a globe with the continents shown in green and the oceans in blue. A magnifying glass is overlaid on the globe, suggesting examination or close inspection. It implies searching, exploring, or discovering something on a global scale."
core,Cute,"A cartoon image of a girl with light brown hair wearing a headband. She has a cheerful expression and is holding a plush teddy bear in front of her with both hands. The teddy bear has a content expression. Stars are depicted around the bear, suggesting that it is a cherished or sparkling clean object."
core,Dad,"A cartoon image of an adult male figure waving his right hand, dressed in a brown sweater over a collar shirt, gray trousers, and brown shoes. His hair is gray, suggesting he may be middle-aged or senior. He appears to be standing straight. The character is associate with the Korean word ""아빠"" (appa), meaning ""dad"" or ""father""."
core,Department store,The image features two logos of South Korean corporations. The upper logo consists of six rectangles with different colors and the text 'HYUNDAI' written in large white uppercase letters. The bottom logo is the word 'LOTTE' written in large red uppercase letters with a thin black outline.
core,Do you agree?,"A simplistic cartoon of a person with a neutral expression. The individual is wearing a teal shirt and has their hands open in front of them in a gesture indicating questioning or uncertainty. Above the character's head is a red question mark, emphasizing the theme of inquiry or confusion. The character is under a Korean phrase ""동의하세오"" (do you agree?)."
core,Do you have a question?,"A simple red question mark with a bold outline centered on a plain white background. The question mark has a curled top, a straight vertical line, and a dot at the bottom. This symbol represents inquiry, curiosity, or the need for information."
core,Doctor Communication Board,"A grid of pale-yellow square panels arranged neatly in rows and columns against a white background. The squares are plain colored tiles, creating a simple, uniform pattern."
core,Don't worry about it,"A stylized character with a simple smiling facial expression. The character has a visible head and upper torso, is wearing a teal shirt, and has short black hair. The character is making a hand gesture with the right hand suggesting motion or waving. The phrase ""신경쓰지마세요"" which translates to ""Don't worry about it"" or ""Never mind"" in Korean is likely associated with this gesture."
core,Eating or Mealtime,"The illustration depicts a spoon on the left and a pair of chopsticks on the right, both outlined in black with a yellow fill, against a white background. The spoon has an oval-shaped end and a long handle, while the chopsticks are two identical slim, long rods. This visual signifies ""eating"" or ""mealtime,"" corresponding with the Korean phrase ""식사하기"" which translates to ""to eat"" or ""mealtime."""
core,Eating out,"A gray rectangular card with a stylized spoon on the left, chopsticks in the middle, and a small round dish on the right. All of which are colored in an orange hue. This image represents dining or a meal, suitable as a visual symbol for the Korean word ""외식"" which translates to ""eating out"" or ""dining out."""
core,Elevator,"An elevator illustration with closed gray doors and an elevator indicator panel with a red display above. On the right side, there's an elevator control panel with two red-lit buttons. The background is plain white."
core,Emergency,"A cartoon-style illustration of a red emergency siren with a grey base and a yellow speech bubble to its right containing three ellipses (...), potentially suggesting an alarm or an alert. It's associated with the Korean phrase ""긴급어"" that translates to ""emergency"" or ""urgent."""
core,Emergency situation,"A red emergency siren or alarm is depicted, with concentric circles or waves in the center suggesting sound emitting from it. The siren has a curved, dome-like top, and is mounted on a grey base. It is outlined in black and there are dashed lines around it implying that it is actively sending out a signal or alarm."
core,Emotional States,"An illustration shows four simple, cartoon-style facial expressions arranged in a grid pattern. Each face is round with simple black hair, eyes, and a mouth. The first facial expression has a smile, representing happiness. The second face has a flat mouth with the corners turned down slightly, signifying sadness or disappointment. The third face has downturned eyebrows and a frown, indicating anger or frustration. And the last face has one tear coming from one eye, including a sad mouth, implying sadness or sorrow. The images represent a range of basic emotions or moods, corresponding to the Korean term ""기분감정"" which means ""feeling"" or ""emotion."""
core,Enjoying (Boy),"A boy is jumping in the air with his arms up and a big smile. He is wearing a green shirt and blue pants, and there are musical notes and stars around him."
core,Entertainer,"Two animated characters symbolizing the Korean word ""연예인"" (entertainer/celebrity). The character on the left is wearing a yellow top with a red star and a pink skirt, with black hair in pigtails, striking a pose. The character on the right is wearing a pink top with a purple collar and a dark purple skirt, has black hair in a single bun, and is holding a microphone. Both characters appear cheerful."
core,Entrance,"A simple, stylized gray building facade with multiple windows. At the ground level of the building, there is a set of double doors. A large red arrow is pointing towards the doors, indicating an entrance or direction. The arrow is coming from the right side of the image and pointing left. Image symbolizes the concept of an ""entrance"" or ""entryway""."
core,Erasure,"An illustration depicts an eraser, colored pink on top with a light grey body. A dark grey, curly line appears below the eraser, resembling the remnants or shavings that result from erasing something. The imagery suggests the concept of deletion, removal, or correction which corresponds to the Korean term ""지움"" ('ji-um'), translating to 'erasure' or 'deletion' in English."
core,Excellent job,"Two hands giving a thumbs up against a plain background, thumbs extended upward indicating approval, agreement, or a job well done. The gesture is associated with positivity or affirmation. The illustration is simple and graphic."
core,Exercise,"The illustration features a traditional black and white paneled soccer ball on the left and three hand weights or dumbbells with grey and black handles and green circular ends stacked behind it on the right. This suggests a variety of physical activities, which correlates with the Korean word ""운동"" (undong), meaning ""exercise"" or ""sport."""
core,Facing Forward,"A simplified, cartoon-like illustration of a person walking in side profile, showing one leg in front of the other as if taking a step. The person has a round head with a single dot for the eye, wearing a teal long-sleeve top and navy blue pants. Their right arm is extended forward with the hand pointing in the direction they're moving towards, while the left arm is drawn back in a natural walking pose."
core,Family,"A stylized representation of a family of four standing side by side. From left to right, there is a father in a long-sleeve gray shirt with a yellow V-neck collar and blue pants, a daughter in a pink short-sleeve top and red shorts with pink shoes, a son in a teal long-sleeve shirt and blue pants, and a mother in a yellow long-sleeve top, an orange skirt and purple shoes."
core,Famous Person,"An illustration of a stack of magazines or documents, with the top one featuring a cover with ""SUCCESS"" written at the top and the date ""MARCH 3 2011"". It has a stylized drawing of a person with a mustache, wearing a blue suit with a tie, crossing their arms and standing confidently. The remainder of the cover contains various unspecified blocks and lines suggesting text or graphics."
core,Feeling Great,"A stylized cartoon character from the chest up. The character is smiling broadly with a row of white teeth visible and has simple black dots for eyes. They have a round head with short, neat hair. The character is wearing a long-sleeved teal shirt, and their arms are folded in front of them. The character appears cheerful and content along with the Korean phrase ""씩씩해요"" (which could mean 'I'm happy' or 'feeling great')."
core,Feeling sorry,"A simple cartoon-style drawing of a person with a displeased facial expression. The character has a flat mouth turned downwards at the corners, the eyebrows are drawn downwards, giving an impression of dissatisfaction. The person has a black hairstyle and is wearing a teal-colored shirt. The focus of the image is on the face, the torso is cropped, and the background is plain white."
core,Feet Placed on the Wheelchair Footrest,"An illustration of a manual wheelchair viewed from a side angle. A red arrow is pointing downward onto the footplate, indicating that an object is being placed on it. There is a small blue rectangle resting atop the wheelchair's footplate."
core,Fighting,"A stylized, cartoon-like character with a confident and cheerful expression. The character is a male figure with a tuft of hair sticking up, raising both fists conveying enthusiasm or determination. He is wearing a simple short-sleeved t-shirt. His facial expression includes a smile and blush marks on his cheeks, enhancing a sense of vigor and positivity."
core,Flower,"Two stylized flowers with a central circular shape and petals arranged around it. The left flower has a yellow center with white petals, and the right one has an orange center with white petals. Both flowers have green leaves and stems."
core,Food,"A line art illustration of a dining setup with a circular plate in the center, a fork to the left side of the plate, and a knife to the right side. Both the fork and the knife are placed at an angle that suggests a typical formal dining placement."
core,Food Delivery,"A stylized orange and white scooter on the left and a set of eating utensils on the right, which includes a spoon and a pair of chopsticks. These symbols represent food delivery, with the scooter symbolizing the transportation for delivery and the utensils representing eating or the food service."
core,For the first time,"A simplistic red arrow pointing upwards with a classic arrowhead at the top and a straight line as the shaft, displayed on a white background."
core,Friend,"Two cartoon-style boys smiling and holding hands, standing upright and facing forward. The boy on the left has spiky orange hair and is wearing a white t-shirt with brown shorts and grey shoes. The boy on the right has brown hair, is dressed in a grey t-shirt, teal shorts, and dark blue shoes. Their expressions are happy and friendly."
core,Future,"Three adjacent boxes are aligned horizontally, each containing a different Korean word. They appear in a sequence, indicated by a red arrow pointing to the right. The words inside the boxes, from left to right, are ""과거,"" ""현재,"" and ""미래."" The last box with the word ""미래"" has a red background, distinguishing it from the other two boxes, which have white backgrounds. The red arrow above the sequence seems to emphasize the word ""미래."""
core,Game,"The image features a set of illustrated icons. At the top, there are two origami-like figures: one shaped like an open box in orange and the other appears to be a smaller diamond-shaped piece in yellow and green. Below, there are three hand icons arranged side by side. The first hand is in a fist position, the middle hand is pointing with its index finger, and the third hand is in a ""peace"" or ""victory"" sign with the index and middle fingers extended. The overall image represents the concept of ""game."""
core,Gas Station,"Simple blue illustration of a fuel pump with a square screen on the upper part, a small nozzle and hose protruding from the right side, and a black fuel drop icon with a card reader or control pad below it on the left side."
core,Give it to me from the left or right side.,"Two simple, cartoon-style human figures stand next to each other. The figure on the left is upright, facing forward, wearing a long-sleeve grey top with black pants. The figure on the right, in a green long-sleeve top and blue pants, points to their own left side. Both figures have short hair and lack gender characteristics. The Korean text ""제왼쪽또는오른쪽에서주세요"" translates to ""Please give it to me from the left or right side."""
core,Give it your all,"A stylized, simple drawing of a human hand giving a thumbs up. The thumb is extended upwards, while the rest of the fingers appear curled into the palm. Small lines near the thumb indicate movement or emphasis. The hand is colored in a flesh tone and outlined in black, with white space for the background."
core,"Give me a snack, please.","A line drawing of a hand with fingers together and the palm facing the viewer holds two rectangular, cracker-like objects with small dots, suggestive of a snack or food item."
core,Good Job!,"Illustration of two cartoon children, a girl and a boy, smiling with their heads close together. The girl is wearing a pink V-neck shirt, and her right hand is raised in a thumbs-up gesture. The boy is wearing a white tee and also sports a wide smile. The Korean phrase ""잘했어요"" (jalhaesseoyo), meaning ""Good job"" or ""Well done,"" is provided."
core,Good Night,"A person with one arm raised is smiling and appears to be waving. Behind the individual is a night sky with a dark background, a crescent moon, and three stars. The phrase ""잘자요"" (jaljayo), meaning ""good night"" in Korean, is part of the image."
core,Good Night,"A cartoonish illustration of a smiling person with a round head, dot eyes, a straight-line mouth, and no discernible gender characteristics. They are wearing a teal long-sleeve shirt and blue pants, with their hands clasped together in front. To the left, there's a square window with two panes, showing a night sky with a crescent moon and three stars. The window is open inward, suggesting an indoor perspective."
core,Goodbye,"The illustration shows two open hands with their palms facing outwards and slightly angled towards each other. Above the hands, there are two curved lines suggesting motion or waving. The image represents the Korean phrase ""잘가"" which translates to ""Goodbye"" or ""Go well""."
core,Goodbye,"A simple, cartoon-style illustration of a person who is smiling and waving their right hand, shown with motion lines indicating movement. The character has a round head with two dots for eyes and a curved line for a mouth. They are wearing a long-sleeved teal shirt, blue pants, and dark shoes. There is a greeting ""안녕히가세요"" in Korean, meaning ""Goodbye"" or ""Farewell""."
core,Goodbye (Stay Well),"A simplified, stylized character is shown from the waist up, smiling. They have a round head with two dots for eyes and a simple curved line for a mouth. The character is wearing a long-sleeved teal shirt and blue pants. Their hands are clasped together in front of them."
core,Got it,"The illustration shows a human hand performing a pinched gesture, as if holding something small between the thumb and index finger. Just below the fingers is a stylized flame or a seed icon enclosed within a dashed circle which has a dark pink outer layer, a lighter inner layer, and a yellow core. The background is plain white."
core,Government Office,"An image featuring three icons: a gold eagle or bird with a blue and red center, five vertical bars in shades of blue and aquamarine with Korean text ""관공서,"" and an abstract form resembling a fountain with blue droplets over a representation of a scale."
core,Grasshopper,"A cartoon-style illustration of a green grasshopper with striping details, two long antennae, and six legs. Its oversized wings are yellow with pink spots."
core,Greeting Language,"An illustration showcasing two stylized figures facing each other, raising their hands with a small double wave symbol between their hands indicating a greeting gesture. The figures have round heads, straight bodies, and limbs without detailed features, wearing long-sleeve shirts in teal color and blue pants against a plain white background."
core,Grooming,"The illustration features a human ear, a star, and a pair of red lips with a lipstick. A dashed line connects the ear to the star. The visuals combined seem to represent the concept of listening and then speaking or responding."
core,Guess and match,"Two cartoon-style male figures facing the viewer, one with a smile and the other with a neutral expression. A large red question mark is between them. Below the question mark are two dashed outline boxes, suggesting a space for a missing element or an answer to a question. The overall image conveys the idea of guessing, questioning, or identifying something unknown."
core,Guitar,"A simple, cartoon-like illustration of a magician's top hat with a burst of colorful shapes, representing magic. Three curved lines in yellow, red, and black, and various confetti-like shapes are scattered around. Above the hat, the word ""기타"" is written in red Hangul, indicating that the illustration is related to the Korean word ""기타,"" which translates to ""other"" or ""etcetera"" in English. The background is plain white."
core,Had a Great Time,"An illustration featuring two stylized figures. The figure on the left is a girl with black hair styled in a single braid, wearing a pink top and a purple skirt. She stands with her hands clasped together in front of her. The figure on the right is a boy with short hair, dressed in a gray top and black pants. He is stepping forward with one hand extended towards the girl's shoulder. Both figures have neutral facial expressions. They are standing against a plain white background."
core,Happy Birthday,"Two animated characters, smiling and facing the viewer. The character on the left is clapping their hands together and the one on the right is holding a birthday cake with a lit candle on top. The image conveys a sense of celebration associated with a birthday, with a phrase ""생일축하해"" meaning ""Happy Birthday"" in Korean."
core,Happy Birthday,"Two cartoon characters. A female character with short orange hair, wearing a pink top, smiling and clapping her hands. A male character with brown hair and a white T-shirt, holding a birthday cake with one lit candle, smiling as he presents the cake to the female character. Both characters have rosy cheeks, expressing a birthday celebration or well-wishing scenario."
core,Happy New Year and Receive Lots of Luck,"Two cartoon-style figures dressed in traditional Korean hanbok are shown. The figure on the left, appearing male, is sitting down, hands on knees, and is wearing a colorful top with various colored stripes and a darker pair of pants. There is a round medallion-like object hanging from a ribbon around his neck. The figure on the right is female, also sitting with two buns on top of her head, wears a hanbok with a white top featuring colorful sleeve accents and a large red skirt. Both figures have minimal facial features with the background remaining plain white."
core,Have a Fun Day,"A stylized figure with a smiling face and short hair, wearing a teal long-sleeved shirt, and holding up their fists in a celebratory manner. Above the figure's head is a small red triangle pointing downward. The overall tone of the image is cheerful."
core,Health,"A stylized person with a simple, smiling face and a bare upper body. Next to the person is an oversized yellow syringe with an orange plunger and a needle pointing towards the person's arm, suggesting a vaccination or medical injection. The graphic symbolizes health care or medical intervention. It correlates with the Korean word ""건강"" (geongang), meaning ""health."""
core,Health Center,"An icon with a white plus sign at the center, set against a teal circular background with a white, elliptical ring running across the circumference of the circle. This symbol is commonly recognized as a symbol for health services or a medical facility."
core,Heart,A classic red heart shape with a three-dimensional appearance due to lighter red shading and highlights. It is commonly recognized as a symbol of love and affection.
core,Hello,"A stylized illustration of a traditional telephone handset in a peach or light pink color. Above the handset, on the right side, there are several curved lines symbolizing sound waves or signal transmission emanating from the earpiece of the handset. The image represents audio communication or a phone call."
core,Hello,"A simple illustration of a cartoon character, a young male smiling and bowing slightly at the waist. The character has spiky brown hair, wears a white short-sleeved shirt, brown shorts, and blue shoes. The bow accompanies the phrase ""안녕하세요"" (annyeonghaseyo), which means ""hello"" in Korean."
core,Here it is,A cartoon character of a cheerful person with brown hair pointing to their open left hand with their right index finger. There is a dashed circular shape on the left hand. The character is wearing a short-sleeved shirt and seems to be presenting the dashed circle.
core,Home appliances,"Three common household appliances: a washing machine colored in shades of gray with some blue and black, a gray double-door model refrigerator with darker shading for the handles and separation, and a small orange and yellow vacuum cleaner with a long, black, squiggly hose that ends with a gray floor nozzle. The illustration represents the Korean phrase ""가전제품,"" translating to ""home appliances."""
core,Honorifics,"An illustration featuring two stylized characters. On the left is an elderly figure with grey hair, wearing a sweater with a shirt and tie underneath, and on the right is a younger person with short hair and a green shirt. Above the figures is a red, inverted triangle. The concept represented is respect for elders, as indicated by ""존대"" which in Korean means ""honorific""."
core,Hooray!,"A cartoon character with both arms raised high in the air, symbolizing excitement or celebration. The character has a friendly appearance, with a wide smile, rosy cheeks, and a tuft of hair on top of its head. The character is wearing a white shirt and is in a cheerful and victorious pose. The character is associated with the expression ""만세"" (""Mansae"") in Korean, often used to express joy or hooray."
core,Hospital,"A simplified representation of a hospital. There is a rectangular building with multiple windows, and a prominent cross on the top center. At the entrance of the building, there are a set of doors. The building is primarily white, the medical cross is red, and the windows and doors are shades of blue and purple."
core,House,"A two-story house with a brown exterior and a triangular roof. The house has a central front door and six windows symmetrically placed on both floors, represented with a cross indicating panes. In front of the house, there is a white picket fence with pointed tops."
core,How did you spend your vacation?,"An illustration of a sun symbol, a building with a clock and rows of windows depicting a school, and a lifebuoy. A flat rectangular surface displays the Korean word ""방학"" (bang-hak), meaning ""vacation"" or ""school break"". A large red question mark is on the far right. The scene seems to question the status of the school during the vacation period."
core,How did you spend your weekend?,"A calendar showing the days 1 through 7, with the 6th and 7th highlighted in red and the word ""주말"" (weekend) written across these days. A question mark, and a simplified depiction of a person with a smiling face, wearing a green shirt, and appearing to look at the calendar. The elements symbolically represent the question ""How did you spend your weekend?"" which is translated from the Korean phrase ""주말은어떻게보냈어요""."
core,How long will it take?,"On the left side, a simple, round wall clock with its hands indicating a time. On the right side, a cartoon character raising one hand to point at the clock, and above their head is a red question mark, indicating curiosity or inquiry. The phrase ""얼마나 오래 걸려요?"" translates to ""How long will it take?"" which aligns with the imagery presented."
core,How long will it take?,"A cartoon figure with a smiling face, looking at a calendar suspended in the air. The figure is raising one hand towards the calendar that shows a grid resembling a month layout, with one date highlighted in yellow. Above the calendar, there's a red question mark. The overall image conveys a question about time, duration, or when something will occur, aligning with the Korean phrase ""얼마나오래걸려요?"" meaning ""How long will it take?"" in English."
core,How much is it?,"A red question mark above two coins that are lying on top of two banknotes, one of the coins has a ""100"" denomination visible. The banknotes are pink and yellow. This visual symbolizes the question ""How much is it?"" as reflected in the Korean phrase ""얼마예요?"""
core,How Often Do You Do It?,"A stylized illustration of a person with short hair, wearing a green shirt, pointing to a calendar with some dates highlighted in yellow. Above the calendar, there is a red question mark. The person is depicted with a smile. The image represents a question about dates or scheduling, along with the Korean phrase ""얼마나 자주해요?"" meaning ""How often do you do it?"" or ""How often does it happen?""."
core,How Often Do You Do It?,"A cartoon person with a smile, pointing upwards toward three clocks, all set to different times. Above the person's head is a red question mark. This visual aid represents the question ""What time is it?"" or ""How much time has passed?"" The phrase ""얼마나 자주해요?"" is also included."
core,How old are you?,"The image contains a simple illustration of a smiling cartoon face with a black outline, simple eyes, and a curved line for a mouth. There is a speech bubble connected to the face, containing a red question mark followed by Korean text ""살"", implying a question about age."
core,How was your semester?,"Two cartoon characters are depicted. On the left, a character is smiling and raising both arms in the air, wearing formal attire with a tie. A building resembling a school is in the background. On the right, another character appears with a question mark above their head, indicating confusion or curiosity."
